Asset_A;Asset_B;P-Value
CSX;NFLX;0.034600545973858914
AES;DVA;0.03460257620359363
ADM;SHW;0.034630328900793095
ADM;ITW;0.03463737326837796
KKR;PEG;0.034637629092395324
CRM;GNRC;0.03464667428642231
DG;RF;0.03464721737817778
FRT;REGN;0.034653363820094485
NSC;OXY;0.03465947393391502
AEP;TMO;0.034682863750897526
ANET;WEC;0.03468317834348438
CNP;GC=F;0.03468876095618012
DXCM;GOOG;0.03469746561968179
CVS;ROP;0.03469927921414508
CCI;NEE;0.034725247952859487
CINF;LMT;0.03473529810639001
FICO;ROK;0.03474137246915336
CVX;DG;0.03475469879795409
AJG;CRM;0.0347665776500849
ARE;TROW;0.03478406812879146
CTAS;TXT;0.034799757983517185
BMY;CDNS;0.03480004256995433
L;MSI;0.0348019489390102
CB;CTSH;0.03480604522985258
BKR;LIN;0.03482131899448969
DXCM;SMCI;0.03482321885415316
L;STZ;0.034834990319936
BMY;RMD;0.034835119664137895
CBRE;CME;0.034837702172388296
PKG;UPS;0.03484377776656354
AES;SWKS;0.034848291486689685
CMG;UPS;0.03487125817379528
HAL;SRE;0.034884293411684024
BX;EQR;0.03490037375058584
AES;CL;0.03491661732323127
TECH;TRMB;0.034919026589245436
ED;TDG;0.03492031275099429
AAPL;HST;0.034945521775718504
CMS;XEL;0.034953897619189746
CFG;URI;0.03495784478464669
DUK;GPN;0.034958550926956156
MKTX;TRV;0.034960949745286594
HPE;SYY;0.034961419146603716
AJG;BMY;0.03496973614232224
KKR;PKG;0.034984636537092814
KHC;ULTA;0.034987357321095626
FDS;RF;0.03498987274795309
UPS;WBD;0.035008255220539145
APD;DOV;0.03501494422936418
FRT;STX;0.035023119837615455
AMZN;INCY;0.035041519243176854
NWSA;SCHW;0.03505435530585412
NOW;SW;0.035059086961238314
ENPH;FANG;0.0350785231753572
EL;WM;0.03509422667282989
MU;PPG;0.0350944894766728
COP;INTC;0.0350947766530638
CZR;MPC;0.03510689169217169
AES;MKC;0.03510758636254915
ADP;PHM;0.03513548222354281
EMR;GM;0.03516200042053685
EQIX;TMO;0.03517491755721202
DD;NVR;0.035176204271681916
DLR;EURUSD=X;0.035180062518850114
AON;BX;0.03519012341860923
HUM;STE;0.03520272318620022
CVS;FE;0.03520773342058104
CE;TXT;0.03523932284178552
BKR;ROP;0.035273740502491435
CVS;MCO;0.03528748408822817
CNP;WBD;0.0352894373797362
CVS;FANG;0.03529310154311315
HSY;ROK;0.03531135464727682
HST;VLO;0.035316791554723274
CNP;RCL;0.035320848738573205
ATO;SYK;0.03532654463377735
BIIB;KHC;0.03533541792518099
L;PH;0.03534292843026024
CVS;WM;0.035348100929363184
BRK-B;PNC;0.035350908659342976
STE;TDG;0.03536005752800777
FTV;PYPL;0.03537270874571605
J;URI;0.035413029015783505
IRM;UPS;0.03541486200766508
AES;HSY;0.03542706124488628
BAX;C;0.03542804586738964
BDX;PFG;0.03543248749115041
DXCM;GOOGL;0.035437232530431594
ARE;TRV;0.035440176463063466
CDW;NVDA;0.0354515042298417
PG;ULTA;0.035459589798492314
CVS;NOW;0.035462260784539935
CCI;WAT;0.03546469132271094
MDT;VTR;0.0354826242754311
ARE;TEL;0.03548292977304974
AES;GIS;0.035495041862764705
APTV;UPS;0.03552436429333692
CI;IQV;0.035543028337917594
BMY;ISRG;0.03554369321635556
AMD;TXN;0.03554458378077465
BMY;HPQ;0.03554470690079752
MCHP;STE;0.03554727746518018
STZ;GBPUSD=X;0.03557740243310596
CSX;TJX;0.03558729287534518
EMN;TEL;0.03559363109770127
KKR;SBAC;0.03559552847846737
EW;MGM;0.03559823330704133
CVS;JNJ;0.03561722308493297
ADI;AJG;0.03563845829969521
AAPL;HON;0.03566659449088938
DECK;MAR;0.03567065597877488
BSX;KR;0.035671201891436397
OMC;UPS;0.03568875495864749
ED;RCL;0.035692179829809066
HSY;MTCH;0.035699510151107054
JPM;PSX;0.035719193878659086
DXCM;PAYC;0.03572113443293807
FRT;GS;0.035742023023884587
MKTX;MTB;0.035756568205226914
HON;INTU;0.035759795958698555
C;INVH;0.035763854082428416
DXCM;NEE;0.035763878188356316
CCI;ELV;0.035768960765002196
GNRC;PCAR;0.03576929700930704
DUK;TECH;0.03578723711262035
KEYS;KKR;0.03579837493568927
ESS;TSLA;0.03579887175770254
MSCI;OMC;0.03580962751503477
ADP;MNST;0.03581529405554646
DECK;ELV;0.03584051631318316
HSY;INTC;0.03584409837163842
ADBE;C;0.03586199413349219
C;EBAY;0.035863455595970165
CSX;FAST;0.03586766663037531
LLY;TXT;0.03590810083134044
NCLH;NXPI;0.03593141186752119
SW;WYNN;0.03593362469973162
HST;SCHW;0.03594927872772403
FTV;TFX;0.03595453555898026
HSY;PH;0.035954662079863656
CVS;MAS;0.035959019313197574
BDX;STZ;0.035971685300366055
TDG;UNH;0.03597868588260316
INVH;UHS;0.036014687013086195
PCAR;PFE;0.03601491486387352
C;ROP;0.0360168936407295
CDW;IVZ;0.036017424285301074
PCAR;URI;0.03602256971270619
KKR;ROL;0.03602280120661101
CRM;VLO;0.036033661997982726
MPWR;PYPL;0.03605125229310864
FRT;SPG;0.036051620938120796
ITW;MU;0.03605261902191448
JCI;NTAP;0.03606444901512733
CSX;UAL;0.03609499138547053
HSY;STLD;0.03609776738141985
ADM;PGR;0.036101673082213265
ABT;BA;0.03611331823297632
PKG;EURUSD=X;0.03613812271909841
DLR;DTE;0.03614991703206627
BKR;JNJ;0.03615158269583991
DLR;RVTY;0.036160227675754164
AEP;JNJ;0.03616068714719448
INVH;UNP;0.03616180153136945
JBL;WDC;0.03616981407862942
INTU;TDG;0.03618154330298409
EA;TRGP;0.03619115402881776
OKE;TPL;0.03619450837645509
L;TTWO;0.03621146514830744
LRCX;TDG;0.03621406096640728
AEP;SWK;0.0362151783616129
BA;XYL;0.03621858973845326
CDW;FMC;0.0362252369675936
BBY;DECK;0.036249940784620724
DLTR;INTC;0.03625679906729059
CVS;IFF;0.03626421436765796
ZBH;SI=F;0.03627495752176792
LYB;OXY;0.036278573883886556
KKR;SCHW;0.03628054479016072
DE;HST;0.036282225213426805
ALB;TAP;0.036285988070610856
AJG;PSX;0.03629149105097969
ACN;INVH;0.03629166499076813
PSA;TSCO;0.03629237986222674
BX;GPN;0.03629408867172245
CVS;SYY;0.03629831516405558
VMC;WST;0.03630773149784146
CDW;TAP;0.03630780299501283
DXCM;ITW;0.03631224569426531
ADBE;D;0.036333904895739184
NVR;TECH;0.03636656649382966
CSX;IT;0.036375889276372524
GDDY;HST;0.0363849373738076
CSX;NKE;0.03639287970903216
ALL;MMM;0.03639409610463098
GEN;GIS;0.03640206316439577
AMD;CZR;0.03640276456966897
ADP;LKQ;0.03640457267158541
ABBV;INVH;0.03642183882750724
CPRT;GL;0.03643123668435066
ADM;KO;0.03643725293690099
AMD;PAYX;0.036440634459892006
EL;INTU;0.03644516836305282
NUE;SYF;0.036451482880499333
BBY;MAS;0.03645220317052314
L;XYL;0.03645317351481145
INTC;SYY;0.03646665937178554
CSX;ESS;0.03647244202018748
CPB;LYV;0.03647719948875608
DG;TXN;0.0365090029464918
ABT;EXR;0.036512405646121966
MCHP;PAYC;0.036525359316128464
GD;KMI;0.036528914239027425
IT;TT;0.0365348816233145
ECL;ED;0.03653519621042888
CNC;MMM;0.03654003793095114
ENPH;RF;0.03654334231228812
BR;CBOE;0.036546374595490344
FSLR;MPC;0.03654838408409085
HIG;NVDA;0.03656303141841228
MKTX;MPC;0.036568961034668855
AMD;ROST;0.03657060597143341
ANET;WYNN;0.036584217614995904
CNP;LNT;0.0365843036658805
CME;TEL;0.03659608801820436
ADM;HST;0.03659746007743155
HIG;WDAY;0.036617342887605105
CNP;DUK;0.03662494797570796
ADP;NFLX;0.036642873438944276
DLR;WBD;0.0366440780274397
PAYC;TDG;0.03664812393727691
EQIX;MGM;0.03666606597482387
SWKS;VTR;0.036668794610626616
EMN;SPGI;0.03668199272150284
IP;NOW;0.036685344422619844
LKQ;MS;0.036685510215173155
APH;NVR;0.03669665826671376
KMI;SPGI;0.03670105006268001
AME;PYPL;0.03673022759236688
NUE;SPG;0.036738539698272135
AXP;CTAS;0.036752552332601066
DD;NFLX;0.036754942938651496
ADM;CRM;0.03677656953813802
BRO;SWK;0.036776780946601445
NSC;BTC-USD;0.036789837453195647
ADM;ISRG;0.036798826813933545
DTE;TYL;0.03679962349365667
AMP;WM;0.03680245066693113
WYNN;GBPUSD=X;0.03682428933346596
HUM;LYV;0.03682676150800695
CAT;GE;0.036834667386528616
SWKS;VTRS;0.03683707766031801
MKTX;MO;0.03685318549137675
AJG;INVH;0.036860931798775094
BWA;TFX;0.03686135751863477
KKR;PLD;0.036866402792493064
NFLX;TMO;0.03687628226796466
HSY;TRV;0.03688279494126763
BALL;TJX;0.036883207458727404
CI;MHK;0.036889368915175656
RJF;WM;0.03688960614452788
BAX;UDR;0.036890751748862215
BAX;BMY;0.03689122745139641
CCI;TYL;0.036906759351994695
AFL;ICE;0.03691437938072091
ALGN;EXR;0.03692251369605495
AFL;NOW;0.03692262713989621
CB;NI;0.036923423228641325
EXC;INVH;0.03692797713330916
ADM;HLT;0.03693709418043859
FE;UAL;0.03694259266152397
IR;ROST;0.036943891028208796
INVH;IP;0.03696116786858261
JCI;LNT;0.036968642121638924
CPT;LMT;0.036969457855433055
EMR;INVH;0.03696969398130708
EQIX;TYL;0.036986162097313785
BIIB;BMY;0.036990234690218074
FICO;JKHY;0.03700748940329371
BIIB;ON;0.03701753324680476
GLW;RMD;0.03702013694871502
ALL;BKR;0.037037853829795825
BMY;MCHP;0.03704833066168324
RCL;SBAC;0.03704903343169936
STLD;TSN;0.03706197407996908
LII;TRV;0.03706330766060009
AOS;STZ;0.037064968285141386
BKR;LYV;0.03708733591472285
EL;PSX;0.03709237687387322
HD;HST;0.0370928349420917
HON;TROW;0.03712411885305072
CDW;MMM;0.037136259110521395
DXCM;NSC;0.037161800823319054
AMAT;C;0.03717972606935768
BWA;WBD;0.03718438356465622
DIS;WDAY;0.03720312042315738
ADM;GRMN;0.03720496641370814
HON;MSCI;0.037214754435589324
PEG;VLO;0.03721593931811815
AME;APO;0.037254534570522586
AMD;STLD;0.03728263454320712
ICE;VRSN;0.03728983452930362
HIG;KEYS;0.03730822633730362
BLDR;CZR;0.03730928683736104
BWA;TXT;0.03733783181334927
AMD;AMZN;0.03734241240392721
DXCM;WYNN;0.03734708357782129
ENPH;GS;0.037368956305655954
CRM;MSI;0.03739446729102162
SWKS;UAL;0.03739508135839922
J;PCG;0.037399527144986164
GDDY;TDG;0.037402184111435054
LNT;TRMB;0.0374022572544297
ADP;HON;0.03740540329763784
CAT;TROW;0.03741604569170851
CRM;V;0.0374160470278654
DOV;INVH;0.037420621206635925
FSLR;PSX;0.03742375436865369
EBAY;FDX;0.03743730595997276
ALL;WEC;0.03743960114289625
CBRE;EXC;0.03744058389766121
MAA;NCLH;0.037440646579323666
L;ZTS;0.037456789923472004
AOS;NFLX;0.037479977686652954
AWK;FSLR;0.037490380428180335
AJG;ANET;0.03749308141137618
SWK;WMT;0.03750986863991323
DTE;ED;0.037521869372499406
ES;JNJ;0.03752665637958263
MLM;MO;0.03752805431869175
CCI;D;0.03753572019652847
GDDY;ROP;0.037539845438194434
ADP;SWK;0.037550950871550706
ABBV;APH;0.037572001776908844
BBY;TYL;0.03758366537160836
APTV;IQV;0.037584050701633766
TDY;TROW;0.03758597404156905
DOC;ULTA;0.03759667754392978
AVGO;MAS;0.03761437916244392
CVS;LNT;0.03761774705615408
BDX;LIN;0.03763161709117579
MNST;YUM;0.03764377713499407
CPB;TRMB;0.0376533826071409
CHTR;NUE;0.037654068258280715
HSY;LRCX;0.03766293805889406
PH;PHM;0.037672704329412374
CTAS;PSX;0.03768209032156754
AVGO;HST;0.03769101931811006
EQT;OKE;0.037696169859093694
GD;STE;0.03770354584392724
CMG;NDAQ;0.03771082928617352
APTV;TMO;0.03771827519379914
AXP;INVH;0.03772000674308334
IT;TSLA;0.0377293956552301
MCD;WYNN;0.03773265860460203
CLX;D;0.03773591077737721
BWA;MA;0.03773606270374818
DHI;GL;0.037743375700979145
NCLH;RVTY;0.03775089122907781
MTD;NI;0.03775383365773334
AES;O;0.037755338423493205
CRM;IEX;0.03776181182856887
BDX;TAP;0.03777346512919979
CPB;EMN;0.03778084835850836
A;STE;0.03779069688249877
BMY;CNP;0.03779732355438972
ACN;PSX;0.03781364382863174
CVS;VRSN;0.0378293637672602
FMC;KO;0.03783103706037451
CVS;ENPH;0.03783285083755165
D;GRMN;0.037832877970848076
ADBE;TECH;0.03783483111575708
BKR;KO;0.03783550655220972
INVH;ZTS;0.03784145377043882
PSA;EURUSD=X;0.03785438189110887
MKTX;O;0.037875790814183206
HUM;NOW;0.03787603107084901
CRM;KKR;0.03787755462201304
BX;TDG;0.03787923627760963
PYPL;STZ;0.037888297877791216
GNRC;VST;0.037890014899799394
ADM;RMD;0.03789220366033979
AMP;AWK;0.03789525467825843
CZR;MNST;0.03790305655131609
CDW;SW;0.03791203941002832
ALLE;GIS;0.037922791587620824
DTE;MCHP;0.03793401358180279
NXPI;PLD;0.03795048055140611
FTNT;SMCI;0.03796165882725459
RF;SCHW;0.03797277300676067
DXCM;TXN;0.0379860441288983
GLW;JNJ;0.037987210246639765
UPS;V;0.037989367301808664
ED;MHK;0.03799784335527178
CSX;SO;0.038005843889259636
CSX;DLR;0.03800674257103535
INCY;URI;0.038012169053697344
CSX;WRB;0.038015843671357456
CME;CPRT;0.03801736499352245
AMT;PAYC;0.03802366725163821
DHR;VLO;0.03803000934907339
NCLH;UAL;0.038061427499012396
DIS;GILD;0.0380620969373095
CRM;CTAS;0.03807263255896339
CSX;FE;0.038081828413783346
AXP;KKR;0.038084483528125386
EG;TSCO;0.038091274664432184
GS;OXY;0.038100248403062774
BKR;META;0.03810556162486938
KEYS;NVR;0.038106366328797096
EVRG;ROST;0.038122541105359904
HSY;PFG;0.03812485375266504
KMI;MOH;0.03813056148217603
FRT;KR;0.03813572859955814
C;TTWO;0.038163616051775415
DECK;INTU;0.03818139694023496
CSX;MO;0.038188742118337574
KO;PKG;0.03819662506763717
ADM;GE;0.03820493840374739
AVY;INCY;0.038224552055563445
CB;UDR;0.03823741914712801
INTU;MPC;0.03824567067742321
BSX;NUE;0.03824909686496258
CME;EMR;0.03826697709277751
CCI;EL;0.03828661771021252
ALGN;EMN;0.03828941892062812
HWM;JBL;0.038299265160181895
GOOGL;MOH;0.03830610914720264
STT;EURUSD=X;0.03836039348442914
IQV;MA;0.03836884198288825
CB;ED;0.03837033626966258
ELV;GLW;0.03837192755661307
AVGO;PLD;0.03837578924325773
MHK;XYL;0.038380834309116124
CCL;TYL;0.038390441863610764
INCY;PODD;0.038399976803185576
ABT;TAP;0.03844652753826579
COF;STLD;0.03845282622859596
AVGO;IQV;0.03845694579911731
COST;SYY;0.03847972366974634
BKNG;ESS;0.03849165589002885
MKTX;VTRS;0.038502132758609
CNP;KO;0.03854932269273553
BAX;TYL;0.038552830162672753
PGR;TROW;0.03856508778304527
CSX;NDAQ;0.03857561444025554
EMR;PHM;0.03857666548814584
AMD;GOOGL;0.03857984619005472
BMY;CI;0.038598327716132176
HPE;LOW;0.03860210585411125
FTNT;INTC;0.038605425511850804
BX;CB;0.03860570615590185
LH;NDAQ;0.03861672312199557
PKG;STZ;0.038649999172626945
CL;NTRS;0.03865563431354299
CSX;MPWR;0.038661883347459666
ACN;BR;0.03866313582838647
ADSK;KMI;0.038666277077694614
HAL;JBL;0.038667458990239476
AME;NOC;0.038669172113594795
ALL;HON;0.0386786542679578
KKR;RJF;0.0386821310253782
ADM;DTE;0.0386890493003977
SYY;VLO;0.038699749843287085
MCHP;STT;0.038714170072704605
CSX;MLM;0.03873610609669631
PKG;SPGI;0.038766604495167875
CTSH;MCHP;0.03876734685811866
BDX;CBRE;0.03876876585164172
VMC;ZBH;0.03876997483777285
ORCL;ORLY;0.038780216722859785
IEX;TDG;0.038781534193177154
AAPL;L;0.03878576753129984
CMCSA;PEP;0.03879276640993055
EQT;LOW;0.03879295800553737
CVS;MTB;0.03879372722818155
BMY;MPWR;0.03879554059308311
ABBV;DXCM;0.038801668535756936
ADP;ALL;0.03883827822313137
ADM;BKR;0.038838598792409224
PYPL;V;0.03883927262010219
DECK;RTX;0.03887246909094565
BKNG;VTR;0.03887816423585311
HSY;RMD;0.03888499450213839
APD;TROW;0.03888538470063928
ADM;ROP;0.03888780164133056
ANET;EMN;0.038888887610254164
BXP;PSA;0.03890449326677378
AMD;GOOG;0.03890855281252409
CI;FSLR;0.03891445777664895
PAYC;WEC;0.03895167022406708
APA;MCHP;0.03895261903008275
CHTR;HCA;0.038956415749123625
CPT;KHC;0.038959704917947556
AWK;TER;0.038961009468907
CME;INCY;0.038971799970429516
CBOE;CTAS;0.03897311843523595
COF;LULU;0.038994308942910484
DXCM;FMC;0.03902296726768272
CSX;USDCAD=X;0.03902997716885348
CRL;STE;0.03903570591444678
DHR;SMCI;0.03904354814897772
MTD;TDG;0.03904631957010961
APTV;STT;0.03904881189705866
BSX;STX;0.039067905859368764
KKR;LYV;0.0390979986577552
FRT;ORLY;0.03911279517393434
AMD;TSN;0.0391347729640355
O;TYL;0.03913752789285577
AMD;VLO;0.03913971148878058
EMN;TTWO;0.03914119242735553
CVS;FDX;0.03915754003772737
AFL;AME;0.039158168831148435
PNC;WM;0.039159058662220934
HUM;GC=F;0.039179852975383
GD;GBPUSD=X;0.039186136484116035
ADP;EXPD;0.03919026605900794
CVS;LVS;0.03919094653089988
HSY;MU;0.03919255400207148
ADM;SLB;0.03919449428167024
CTAS;INVH;0.03919905208188564
JPM;TXT;0.03920208614751811
LYB;RL;0.03921301723934888
ADP;CDW;0.03921548971687211
MTCH;PSX;0.03922981939382575
CPT;V;0.039233281197276086
MNST;STZ;0.039235086736246254
AMD;HD;0.03923813762220858
FITB;PSX;0.03926219323112148
JKHY;NTRS;0.03926412117885691
KKR;PAYC;0.039270093057193915
EBAY;PLD;0.03929625669298725
ADP;ODFL;0.03929635830556508
DIS;FFIV;0.03933594557512904
PHM;WMT;0.039361885169413344
CSX;KKR;0.039363247515304685
PKG;ROL;0.03937503019494117
GLW;INCY;0.039381512707593214
BMY;IFF;0.03939155934585107
ADBE;ELV;0.03941040763025908
CME;LDOS;0.0394132430217567
ADP;FICO;0.039422062211590767
CHD;EFX;0.03943548348860056
CSX;WAB;0.03944011481984091
DXCM;PODD;0.03944084443806643
CVS;ED;0.03944325688917862
ALL;KKR;0.03944362166695496
GL;STLD;0.039449430622888464
DXCM;NXPI;0.0394616622414162
GOOG;HST;0.03946914218083779
DG;HST;0.03947656912869049
EXR;KKR;0.039486307661187395
CVS;KMI;0.039490824879127424
ALLE;T;0.03950314179858088
ADSK;UHS;0.03950775313233944
ANET;BDX;0.0395181585168997
DOV;INCY;0.03952058967690305
MSI;SWK;0.03953345295983288
BKR;OMC;0.039538802459516485
EQIX;XEL;0.03954784387023665
LEN;MAR;0.0395522453425669
IQV;NEE;0.03955670533007639
KKR;OXY;0.03956054611132254
ADM;PFG;0.03956575200646171
RCL;TTWO;0.03957021156551777
BG;HSIC;0.03957550532381452
BSX;VTR;0.03958028130145409
ECL;RVTY;0.03959097451282968
TAP;TFX;0.03960430793799922
CPT;TAP;0.039623402126784356
HST;WMT;0.03962859737905278
APD;MPC;0.039628603618127194
RF;URI;0.039635374041852196
AMD;FANG;0.03963734874771985
AVY;VLO;0.039637692119929416
AVGO;PNW;0.03963898509247771
BIIB;GM;0.039645337415359534
AXP;RJF;0.0396458297314756
ADM;RCL;0.03966276626419457
AAPL;NEE;0.039668141548680994
GE;TDY;0.039668174412021334
ADM;WEC;0.03967182467383477
MKTX;STLD;0.03968433381258481
GE;INCY;0.03969180385411201
AMZN;MNST;0.039698402356711335
BAC;EXPD;0.03970488733849737
AAPL;SYK;0.039720597573442776
ABT;ICE;0.03972643687292808
JPM;L;0.0397348336674768
AXP;MPC;0.03973630357405051
CDW;TDG;0.039738635320664795
BMY;META;0.039750137821781016
AMD;D;0.03975027052705564
CSX;DVA;0.039756349020619745
CSX;MDLZ;0.03976937862981633
NFLX;PYPL;0.03977607344617918
JCI;BTC-USD;0.039776187081314814
O;VMC;0.039777228361411086
ODFL;TEL;0.039785352967274756
APA;TRMB;0.039790341417880945
AMD;EPAM;0.039805327761279874
L;TECH;0.039825996027778074
BWA;KEYS;0.039832706146419844
CMI;ROP;0.03983442373894413
OKE;RL;0.039841167839429065
ADM;PLD;0.03985608935881483
IFF;IR;0.03985870056411077
BKR;NRG;0.03985948576644066
MA;TECH;0.03986779713665154
BMY;EBAY;0.0398729579869506
ADP;PYPL;0.03987421428862052
AVY;DOV;0.039875180140298616
DD;DOV;0.03987839518392392
CCL;IR;0.03988418286163114
ADM;AME;0.03988915217931044
NCLH;TECH;0.039895415883210064
CNC;CRM;0.039902301841951635
ABT;TDG;0.03991506003865904
ROP;TRMB;0.03991861205647305
ALL;CBRE;0.039921659104094544
AEP;TDG;0.0399290545251372
EMN;INTU;0.03994037011093804
CSX;ON;0.039952548822406654
ARE;WM;0.0399559536353046
C;DXCM;0.0399854208640045
EA;FFIV;0.03999077929884463
AWK;MMM;0.040011088191673545
LEN;VLO;0.04001318924690358
ANET;BR;0.040013603080423135
AOS;SW;0.04001436476535074
MPWR;NVR;0.04003246227770491
CMI;SPGI;0.040032946460678814
CPB;PKG;0.04004483827058519
HSY;ITW;0.04004551192584619
ADM;PAYC;0.040049593921522825
CSX;HII;0.040065527327659035
BKNG;JBL;0.04007647708801791
IP;RVTY;0.04008236453417776
ADP;TFX;0.04009498594433718
META;SBAC;0.0401036278321972
CDNS;CNC;0.04011175105902772
RMD;XYL;0.04011383482690715
AVGO;C;0.04012755127569128
BR;LIN;0.04013708181451121
NKE;PRU;0.04013992817772249
NEM;UPS;0.040147967086575774
ADI;PTC;0.04016248900006802
CVS;IQV;0.0401672669062971
KHC;TPL;0.040171799933851955
ADM;EMN;0.04017263058358528
FRT;ROST;0.04017452736535681
AXON;EIX;0.04017903784561752
CZR;HST;0.04018415393928412
ADM;CAH;0.040187630229023365
AVGO;UNH;0.04019196970256923
CDNS;TECH;0.040192902972756135
JCI;V;0.04019626154837615
DXCM;MS;0.04021087450663664
HSY;TEL;0.040212035718502
DXCM;MSFT;0.04021802187953134
AWK;HST;0.040218560565189854
ADM;D;0.04021862462362133
IEX;PYPL;0.04021919374946448
AVY;HON;0.04022902008715336
MA;TAP;0.040236734525405986
ADP;ANET;0.04023801653316169
CSX;OXY;0.04025181163537558
AXP;GE;0.04025243143235447
NDAQ;NRG;0.04025922847617286
C;FTV;0.04028202884396601
ALGN;MHK;0.04029728523381552
ORCL;VRTX;0.040307734333667286
AMD;CFG;0.040315001867381337
ARE;CTAS;0.040335837597707966
AAPL;INCY;0.04034756669360664
SPGI;TAP;0.04036384407355507
A;MNST;0.04036569228899773
ARE;STZ;0.04036943862646837
IP;TTWO;0.04037592137823597
GPN;ROP;0.04039193310460799
CRM;HON;0.04040527400110289
GRMN;INVH;0.0404204161761918
JNJ;NTRS;0.040421172314212724
EXC;EXR;0.04042682980663866
EPAM;FICO;0.04043894375238311
EXPD;PFG;0.04045297547823222
ADM;CI;0.04047121494548993
A;WTW;0.040475505709329423
ED;TMO;0.04048113278448997
ROL;RVTY;0.04048142904388627
MGM;GBPUSD=X;0.04049432162718121
CVS;NTRS;0.04049737989668492
AME;INCY;0.04049796224454191
DD;MPWR;0.04050190407884783
APTV;CI;0.04050462034430498
AOS;ROP;0.040514958191002176
OMC;WEC;0.04051579706964484
TTWO;V;0.04051597596425919
HST;MPC;0.040526493798736116
BLK;CAT;0.04053630023147525
CAH;INCY;0.040536599686732774
MKTX;NKE;0.040559002769015515
FTNT;HLT;0.04055924676666932
CSGP;DXCM;0.040568597293245565
EXPE;SYF;0.04056864235150397
GE;ODFL;0.0405731022945502
TECH;XYL;0.040586423092987725
CNP;DIS;0.04058754380984011
ADSK;DUK;0.04058757683703466
APA;PLD;0.0405897030553941
HUM;KMI;0.0405920354520662
CSX;WY;0.0405920476064446
HST;MSFT;0.04059306283676909
AXP;JPM;0.040603130310235915
INCY;ZTS;0.0406046168212551
ARE;NWSA;0.04061122721195958
EBAY;TDG;0.040621919909342254
TMUS;USDJPY=X;0.040635820579035614
ADP;BDX;0.040662327979980775
HSY;KLAC;0.040676474444038734
KKR;LVS;0.040695263690899895
CSX;NUE;0.0407007400434485
BDX;IQV;0.04070179235807473
KEYS;META;0.040714959340547176
DOV;ODFL;0.04071583458407732
DXCM;TDG;0.04071783575978161
CVS;MA;0.04074291263609994
CRM;CVX;0.040743054872291545
AMD;NTAP;0.040751812236126055
DLR;MCD;0.040755769567591534
ADM;ATO;0.04075981782999436
CVS;PFE;0.04076364066561112
NSC;ODFL;0.040767312558576935
GPC;VTRS;0.04077160791282856
D;MSI;0.0407717706563327
EBAY;NTRS;0.04078033877190873
AMD;NWSA;0.04078809070999214
HSY;TXN;0.040789222902314806
APH;CRM;0.040791582626206774
MSCI;TAP;0.04080749046760787
NRG;TROW;0.04081080886895531
IQV;MSCI;0.040823520584356496
CDW;LVS;0.04082736035675329
ADM;HON;0.04082896992308933
CAH;CRM;0.04083237084673554
KEYS;RJF;0.040834167125829025
DECK;MOH;0.04085687621082514
CSX;VTRS;0.04086947172345202
CMS;LMT;0.0408757681808696
AOS;GOOG;0.040879676635212824
ADM;BAX;0.04089278071580517
AMT;GBPUSD=X;0.04089842474115576
AVGO;IEX;0.040906301895753706
NCLH;PKG;0.04091604466365397
AIZ;PSA;0.04091695499292858
NDSN;STLD;0.0409184485321045
BX;ESS;0.04091954101641729
AMT;BAX;0.040920257187784824
NVR;RMD;0.04092665959327374
ES;ZBRA;0.040936822399156816
WY;XOM;0.04094775329343609
AMP;EXPD;0.04097193740691768
ACGL;FFIV;0.040975675031590574
EBAY;LYV;0.04098375274942326
META;STT;0.040999021674891924
AFL;APTV;0.04101475459809157
CRL;MCHP;0.04101799244397237
BIIB;HII;0.04102119331909583
FRT;ROL;0.041021657178521374
CMS;DXCM;0.041035981982799764
BKR;CTAS;0.04104164938125035
NWS;SCHW;0.04104453758546859
CDNS;V;0.0410642540119152
MCO;PYPL;0.0410750217539959
META;NOC;0.04108143498658521
ADM;ES;0.04108790146156658
PEG;TSN;0.04109452929259352
DVN;ESS;0.04110049122397712
CNC;FMC;0.04110504467147194
FTNT;PPG;0.0411061914159702
MA;MCO;0.04110877950274631
CDNS;MPWR;0.041128102282767164
HPE;IFF;0.0411282421914352
PYPL;WEC;0.041130873663499046
O;SPG;0.041139952733293884
MDLZ;MLM;0.041143241485579685
EQIX;FMC;0.04115524936471302
GDDY;SBAC;0.04115989950084634
CDW;UNH;0.04118045114193296
FDX;SBAC;0.041186039203571743
BDX;PSX;0.04119716512521279
ADM;PTC;0.041201497590411765
DHR;RF;0.04121004045031916
CNP;MAA;0.041219511784636925
NCLH;SI=F;0.04122409220248777
ABT;MPC;0.04122586780351185
CVS;WYNN;0.04123297470385706
CTSH;EQIX;0.04123331627168984
CRM;EMN;0.041233940258285154
BAX;WAT;0.04127325502442745
NI;TRGP;0.04127874587939983
AMD;NWS;0.04129910072675821
PTC;WY;0.04132066835443613
ADM;AOS;0.04132165535164917
PTC;VLO;0.041324577559261645
BWA;EXC;0.04133314485928546
ANET;D;0.04133624289658107
APH;DXCM;0.04133826639232116
BLDR;EPAM;0.04135606343381696
ETR;MSFT;0.04135721212193355
PM;WMB;0.04136404660910323
NFLX;TDG;0.04143167836818862
CDW;EMN;0.04143246724867038
FTNT;KEY;0.04143509851761766
DXCM;KHC;0.041440460921967175
LYV;PYPL;0.04144843347192155
AME;DXCM;0.04145090729788252
