Asset_A;Asset_B;P-Value
KKR;TECH;0.004220162056390372
SBAC;WEC;0.0042309951678276385
ADM;AMZN;0.004234224678190167
ARE;UNH;0.004235005271582823
PM;WELL;0.004242499216001822
HUM;MTD;0.004246119611260218
CCI;KMI;0.004248108170455934
IP;STT;0.0042503904505884135
SPGI;TROW;0.004263489775105156
KKR;MAR;0.004269732514089682
IQV;ISRG;0.004274307004038558
AES;PH;0.004278825712202266
CSX;WAT;0.004282124502965789
LVS;SBAC;0.004289074588955337
HUM;WDAY;0.004292886949555318
ARE;GE;0.004295762831696021
AES;GS;0.004308481535995095
EL;GE;0.004312291580829003
PKG;TDG;0.004334379720547714
NOW;STZ;0.00434502874072652
CTSH;STE;0.0043511097368629376
ARE;LIN;0.004361027816869326
CFG;RF;0.004368928947477623
APA;ATO;0.004375193087988478
CSX;L;0.004383831719383244
DOC;HII;0.004386050087615823
ADM;ZTS;0.004390833798583413
EMN;MA;0.004390841785203726
AFL;MSCI;0.004391302333984965
ABBV;ROK;0.004406355237150709
KKR;NVR;0.004420856180753542
DE;EPAM;0.004423059861688039
AES;NRG;0.004437716246163374
AES;WM;0.004448356653393886
VMC;WAB;0.0044501622022404775
AEP;LVS;0.004451094079393357
EXR;PFG;0.004457975697751373
DTE;GBPUSD=X;0.004477677746813008
CTAS;EMN;0.004484775688700271
HST;MMM;0.004498649557008019
EMN;EXR;0.004512537849102093
ARE;NVR;0.004522405729766755
LKQ;PSX;0.004522435292584693
AES;CVS;0.0045302150962324645
L;PGR;0.004530598392812709
DHI;PHM;0.004531712417651238
ABBV;DD;0.0045354446709173196
ARE;EMN;0.004540672667598794
ADM;GOOGL;0.004547239525333219
DE;NWS;0.004547330058964592
KKR;UNH;0.004548988194047946
CZR;INVH;0.004553885430915524
PODD;TROW;0.00455406689057327
CVS;TEL;0.004555604553613055
ADBE;BDX;0.004556677042252329
HUM;NXPI;0.004568628266188349
DD;DXCM;0.004570842096872246
CSX;KO;0.004577276894620414
AES;FAST;0.004582403490507884
EXR;PNC;0.004583495256555564
HST;RMD;0.0045864335692453965
INVH;MCO;0.004589674869243785
BKR;L;0.004591302967955685
HST;JPM;0.004591915538033718
CINF;PG;0.004599342788126815
ELV;MNST;0.004619614475797494
KKR;TRV;0.0046209185315730416
APD;MTCH;0.004623493562296043
CSX;LII;0.004624240322957095
DXCM;TFX;0.004628288639451335
AES;TXN;0.004629249279063195
CNC;PYPL;0.004632710562166247
AES;PODD;0.004632724722936892
AEP;NOW;0.004636061899526965
INVH;ODFL;0.004640995909820133
MSCI;VRSN;0.0046451263124574
AES;CE;0.004649019590115262
AVGO;TYL;0.0046560761837022
AES;WFC;0.004666620118227857
AES;ULTA;0.004671864351810318
AES;WY;0.004685674665277355
OKE;PCAR;0.004686141533193212
BKNG;WMB;0.004687569962388323
AES;GNRC;0.004688114812703248
L;NWSA;0.00469403927157708
EBAY;PKG;0.004695279418967927
ABBV;DOV;0.004706073550781544
INVH;MA;0.0047117642086271635
AJG;EXC;0.0047130682645384865
CINF;MLM;0.004718353630937161
GOOGL;KMI;0.004728611793974088
SNPS;TFX;0.004728762780250854
AES;PAYX;0.004730084610899153
INVH;UNH;0.00473118689458565
CDNS;LNT;0.004737151092896454
KKR;SWK;0.0047386394453032095
ADSK;EQIX;0.004739935017604246
CVS;DHI;0.0047467401573223
AKAM;SPG;0.0047503176165019706
L;PNC;0.004757029829921525
MU;TFX;0.004761850711282234
BKR;TECH;0.004765284473827866
AAPL;FDX;0.004769704253633037
ALLE;DXCM;0.004777013917991141
PH;VLO;0.004786281292511848
CSX;O;0.004790648036814443
FTNT;HST;0.004792273401822679
AES;EXC;0.004794973268081799
CVS;LEN;0.004796917063119797
AOS;TAP;0.00480596201358277
MHK;MMM;0.004820893689098296
AES;TDY;0.00482143279709304
ADBE;SBAC;0.00482768672021381
AVGO;SBAC;0.004828224207045966
ADP;EMN;0.004831529962927454
CDNS;DXCM;0.004835596531467921
EFX;GNRC;0.004836798476267009
ADP;L;0.00483919856064436
CVS;TRV;0.0048433778515495135
INVH;MSCI;0.004845303087694095
ALGN;CBOE;0.0048462286781367795
NXPI;STZ;0.004857700608911344
IEX;NOW;0.00486417818729024
INTU;ZTS;0.004864396384864952
L;NWS;0.004864924393056354
MSFT;WMT;0.004867523973602363
AVY;MNST;0.004868771428934289
APTV;PAYC;0.004871738073130473
AES;PFG;0.004875419378233213
CNC;FTV;0.0048901976302186505
AES;CF;0.004893249381924743
HST;RJF;0.004901049195989773
A;STZ;0.0049014334503647205
BKR;MHK;0.004904163849991416
CPT;STE;0.004904297613243194
HON;IR;0.004907582260819535
HUM;STT;0.0049244784197317966
AVGO;KO;0.004926017092391261
ATO;AVGO;0.00494378514474307
GOOG;LIN;0.004943987491080691
EPAM;MAS;0.004944838206348523
CVS;PHM;0.004952269030111413
KKR;TDG;0.0049557587606564885
CNC;LYV;0.0049649754846029055
INVH;ULTA;0.004965683488428449
ED;RVTY;0.004966830672498135
UDR;ZBRA;0.00498116403026122
CSX;UPS;0.0049835164060763725
ETR;MAS;0.004989407105677878
PPG;SHW;0.005035017941791436
AWK;PHM;0.0050360967997297714
KO;RVTY;0.005042145409688099
CRM;LNT;0.005042302696943829
AJG;EXR;0.005053869414562448
CSX;TECH;0.00505994548344382
SMCI;WY;0.005065263359735843
DLR;MCHP;0.005065332076343313
AES;DOC;0.005092966620455768
AES;BDX;0.005099179303278588
CRM;NOC;0.005109677371980996
CSX;IEX;0.00511097178209789
ISRG;PAYC;0.005110994376407206
AES;LEN;0.005120417728096156
AVGO;DTE;0.005124128174404404
GDDY;HON;0.005124167734035699
DELL;PFE;0.005131185447022819
AES;ROK;0.005152446865767029
MCO;XYL;0.005159362119395377
NI;UDR;0.005160488628833898
NTAP;RF;0.00516423997771167
CSX;MMM;0.005166995512601584
AES;CME;0.005174663390046423
CVS;VRSK;0.005179068970185704
AME;ARE;0.00518599905859085
MHK;STZ;0.005192813303944573
ABT;CNC;0.005194069415320651
ETR;TFX;0.005196764881686736
ALGN;NOC;0.005197792653193223
CSX;VLO;0.005201257058566282
CI;VRSN;0.005203011071979329
BRK-B;CME;0.005206437232113069
AMZN;HST;0.0052141661025264146
GLW;HST;0.00521460940515113
BKR;FICO;0.005220981267736803
NXPI;RCL;0.005225651190355676
EQIX;WTW;0.005231420175794969
AES;MS;0.005234776902963877
HON;MHK;0.005237168478673586
AES;PFE;0.005237957224250843
CSX;STZ;0.005239183544614262
C;FIS;0.005240184903570237
FDX;NVR;0.005240588549883911
L;WM;0.005241133954702603
L;UNH;0.00524221701889855
NCLH;NI;0.005245291475133673
AMT;KO;0.0052613852468388934
ARE;SHW;0.005268334121378913
BSX;SJM;0.005285615328002018
CVS;GL;0.005289087751702045
AES;TEL;0.005289852225107181
COF;CPAY;0.0052913235473946
GPN;NEE;0.005298418622266804
PFG;TRV;0.005301004908916383
HUM;MCD;0.005304297285498406
NVDA;TDG;0.005305756894487949
APH;MSCI;0.005318496532324408
AES;TXT;0.005321212511209009
AES;CPRT;0.005329307420866492
AES;GE;0.005332076615085741
AEP;LNT;0.005343290744018342
HST;PTC;0.005352421810693555
CBRE;LVS;0.005358447267150268
BAX;RVTY;0.005358931764334399
GE;HST;0.00535900256253288
AES;LHX;0.00536120144529194
KKR;NOW;0.005369132631533892
AES;HUBB;0.005375103529529022
SW;UPS;0.005384426058791091
APA;HUM;0.005385482917442355
MPC;NWS;0.005407671418978878
AMZN;GDDY;0.005411209488656598
CI;GDDY;0.005417632974620723
AWK;CBRE;0.005419719313208631
MPC;NWSA;0.00543209041373049
PYPL;UNH;0.005434170350643955
ALL;MHK;0.00543675708190094
AES;F;0.005441547157627578
AES;ODFL;0.005445428427219321
GRMN;PEG;0.005448849947710951
WDAY;EURUSD=X;0.005449468343402688
FICO;UNH;0.005451857703407009
KLAC;PPG;0.005459742111674734
CSX;LUV;0.0054725244455223485
GILD;USDCAD=X;0.005480618141832977
CRM;NVR;0.005482938309186463
KKR;TAP;0.005486500377300493
AES;CFG;0.0054897416577900735
ADP;PNC;0.005495340359882945
ADP;RJF;0.00549906766333506
CBRE;TRV;0.005500429441882835
AES;KEYS;0.005511178633724482
AES;JBHT;0.005513452949527576
GDDY;MHK;0.005525227401730847
PPG;SMCI;0.005540315427568207
KKR;MS;0.005545692605346609
MMM;SHW;0.005560547365822776
KKR;SHW;0.0055633069631279885
NEE;STZ;0.005563415908003928
CVS;ON;0.005570496726488646
RF;STLD;0.005571229538551969
AES;PNC;0.005573712883212093
L;SWK;0.005577196697801934
FICO;GE;0.005579251907165926
ADM;GOOG;0.005588543307301462
CSX;KIM;0.005592973104111629
CTSH;HUM;0.005594902519264077
RCL;TMO;0.005608468864951429
CCI;WEC;0.005611388191857483
GLW;NTRS;0.0056162988055037
L;PODD;0.0056164036869099645
COF;GS;0.005617549294679088
GPN;HUM;0.00561777275577368
AES;LULU;0.0056212624036589085
AES;COP;0.005621900550725908
AES;AVY;0.0056602847554793325
ALL;ARE;0.005663593712320289
GE;L;0.005663863340537474
GLW;MPC;0.005669029328217587
CRM;FTV;0.005686380652837175
CCI;DTE;0.005692002799277459
AVY;EL;0.005692113645845032
FDX;PYPL;0.005705729468569095
CSX;PPG;0.0057080198135556134
GOOG;KMI;0.005719316773116734
APTV;GBPUSD=X;0.0057225120174135375
KKR;XYL;0.005723766210717038
MSCI;XYL;0.005724382726497001
AES;AWK;0.005726118388865021
NUE;WRB;0.0057342685061704205
DD;MCO;0.005759948207591301
CMS;DLR;0.00578033292118692
AES;CMG;0.005783599513133831
CNC;FIS;0.0057882099359570695
IR;VLO;0.005790622127726723
L;TDY;0.005801634331222798
CSX;RVTY;0.005818607066281936
GE;INVH;0.005822066673320146
BKR;STZ;0.005830732941380637
KO;WAT;0.005850807074694906
ORCL;SLB;0.0058560366665269745
NTRS;NWS;0.005858180460183027
AES;GM;0.0058610372199605736
JKHY;MAS;0.005862325860834609
A;HUM;0.005862696820811581
EXPD;RJF;0.0058837517212458725
PAYC;XEL;0.0058888798092455365
CTAS;HST;0.0059027368589321515
GPN;PYPL;0.005905884573063045
RCL;WTW;0.005909327055304152
AEP;PKG;0.005914202823324
IVZ;LVS;0.005921222933653611
CSX;D;0.005931887406689333
LMT;NFLX;0.005934815880952462
AES;BRO;0.0059377245875105854
HUM;NVDA;0.005941182714434578
CRL;DXCM;0.0059568865635280825
EBAY;GD;0.005963371885964154
KKR;MAS;0.005966023038427731
LYV;META;0.005967971016122686
CSX;ITW;0.005969356093634784
DOV;LDOS;0.0059724241752225245
CRM;STZ;0.005996701123886009
DTE;XEL;0.006002776761002463
CSX;MOH;0.006010351254964779
CSX;MNST;0.006013753430477717
NUE;PPL;0.006015744131340682
FTV;MSCI;0.006017382793758171
EQR;TRGP;0.006024927704820375
CSX;MCD;0.0060277775828439665
FMC;GBPUSD=X;0.006029881696668709
EQR;WDAY;0.006030351016475382
AES;BRK-B;0.006036713151113203
BDX;MSI;0.00604109766732553
EMN;MCO;0.0060636253813624265
PNC;PSX;0.006065258081643972
CSX;TROW;0.006073103421225951
ROL;WDAY;0.006074278690116525
BXP;GWW;0.006077855792513153
CSX;EBAY;0.006081163016171859
CTAS;L;0.0060836914826982065
INVH;VLO;0.006092847735141749
ADP;JPM;0.006101865433927071
A;PLD;0.006108654512660855
CE;CNC;0.006111672930798823
ADP;DD;0.006114855926077386
CVS;EXC;0.006122021732738872
HWM;UHS;0.006124003145995832
C;META;0.006129128406814337
ECL;WAT;0.006136476467351614
AES;AJG;0.006146494567928317
AFL;SPGI;0.00615155838659577
IEX;STZ;0.006156452006335108
ROP;STZ;0.006157505197858794
DLR;MTD;0.006158617043507573
EMN;MNST;0.006193218073128065
AES;DD;0.00619638855027541
ADP;KKR;0.006199283147340716
ETR;MPWR;0.006209340377723873
AES;BLDR;0.006219210280802827
BR;INTU;0.006219486320352031
MCD;PAYC;0.006230062446758863
CSX;SYY;0.006232659646424817
AES;FICO;0.006239212464052668
L;MSFT;0.00624078550508297
CSX;KEY;0.006243105488522713
EXR;TEL;0.006253953969171228
CSX;PKG;0.006268580207993135
INTU;LIN;0.006271870867952709
INVH;VRSN;0.006272208256207336
CB;JNJ;0.006275656227396651
BA;C;0.006278170443389778
APTV;LMT;0.006287221350706116
EXR;NOC;0.00628993696359668
PAYC;TMO;0.0063027434210996105
CVS;FDS;0.006314424449074402
C;SPGI;0.006323008799862765
AES;MSI;0.006323783351110373
MHK;MPC;0.006325703175406944
AES;RMD;0.0063490407943042945
ACN;DOV;0.0063526390666824835
AEP;CPB;0.006354080859930734
A;ISRG;0.00635408628665303
AXP;L;0.0063596538791805
CDW;MHK;0.006362931878001094
TPL;UPS;0.006370783737614344
EMN;ICE;0.006375831338368944
CINF;USDCAD=X;0.006380605418066393
EXR;FICO;0.006384198289029702
MHK;NVR;0.006390301458811311
AES;CTAS;0.0063916159198027026
BIIB;VST;0.006399536104388822
L;MSCI;0.006405746010811358
KKR;LMT;0.0064086560255583154
AES;EMN;0.0064147473200790945
ARE;CAT;0.006417859254945631
GRMN;L;0.006422014140589777
DXCM;PPG;0.006424470225594725
FTNT;NTRS;0.006427562971759579
AOS;WEC;0.006429014284563264
CSX;FDX;0.006431687467893047
PAYC;ROP;0.006431873550825431
APA;ES;0.006441430637148318
INVH;MHK;0.006452835417611397
AXP;EXR;0.0064572285156671745
AES;TROW;0.006457293099756115
CRM;GE;0.006459011924831925
HSY;SMCI;0.006460264434823217
AAPL;LNT;0.006468200015565229
SPGI;UNH;0.006480642794196841
CDNS;TFX;0.006489809635693299
AES;BWA;0.006500059885411805
EXR;NSC;0.006502964571142036
FIS;HIG;0.006503048388807302
NI;TMO;0.006503230672265709
CSX;TRMB;0.00651097400930672
GDDY;WYNN;0.006521396899652632
BX;WDAY;0.006527123883512815
LVS;ZTS;0.006540197930189705
IR;URI;0.006543534042457331
HSY;PPG;0.0065504238686263155
STE;STT;0.00655230459788476
ALGN;MSFT;0.00655551047588184
CE;DXCM;0.00655746611688098
CVS;TXN;0.006566812322753427
CTSH;ROL;0.006570445957119482
BMY;CNC;0.0065747500608594935
MCHP;TRMB;0.006575615866089029
CVS;PEG;0.006584024594093695
MTD;WDAY;0.006586103396563879
ETR;SNPS;0.006601668935193024
DOV;LHX;0.0066121985276128056
CNC;EL;0.006613119867406868
DG;TXT;0.006613142828379848
FICO;GDDY;0.00661589570775898
AES;MTCH;0.006633500973254837
BAC;GL;0.006651966134080793
DLR;SLB;0.006674194685556967
BKR;PODD;0.0066815640105354806
LEN;TRV;0.0066898833387406065
ETR;FDX;0.0066936228106721455
SWKS;UDR;0.0066941524848843775
CI;TTWO;0.006697993587399805
CSX;EW;0.006698496211449669
JBHT;LYB;0.006699307057098486
AES;TRV;0.006702434995551679
BSX;DIS;0.006726012560885327
APD;INCY;0.0067298401605362665
CSX;MSI;0.006756543059567629
FICO;MHK;0.0067727551760296675
ABT;DXCM;0.006777121719994868
INCY;INTC;0.006783328322416627
BKR;C;0.006785363248049462
CNP;NFLX;0.006785376203237183
CPT;XYL;0.006788131744011194
CVS;LW;0.006789683196182567
AES;DLTR;0.006807995034662296
ROP;TECH;0.0068174991204341066
MPC;PHM;0.006818095138109342
DXCM;GM;0.006834638361293607
CNC;KKR;0.006839066677455825
APA;DUK;0.006840352005173031
EL;NOC;0.006840816882384306
INTU;TECH;0.0068503227623816325
AES;NDSN;0.0068507470111163525
AES;SWK;0.006865036099958019
MHK;PGR;0.006865312838966994
DXCM;EMN;0.006872991330143048
AES;LLY;0.006881214240426851
AVGO;LNT;0.006881564628485812
CDW;DD;0.00688564772661173
GLW;KMI;0.006887040000408082
AES;MPWR;0.00689368248253759
CRM;EXR;0.006893922970337497
CBOE;PSX;0.0068980837324368015
KKR;GBPUSD=X;0.006904918138853173
ESS;MOS;0.006907353107980048
GPN;KMI;0.006909639239109233
AVGO;CB;0.00692218525096305
META;TRMB;0.006924146978536626
CSX;CZR;0.006924492495511786
EMN;PODD;0.006926801160639217
AES;DOV;0.006930820224304156
AES;APD;0.00693489303053794
BIIB;DOC;0.006937343032118239
ARE;AVY;0.006938909725701904
ADBE;CRM;0.00693962047357201
CPT;FIS;0.0069420990893737915
CSX;TAP;0.006954887752255227
CNC;PLD;0.0069643605233615825
PYPL;XYL;0.006968232244420767
CMS;TMO;0.006969858218662721
DXCM;MSCI;0.006975797483176582
DLR;TRGP;0.006977818521399192
AES;EVRG;0.00698493053580431
GDDY;IEX;0.006989691520297325
CNP;CPB;0.006991978656766405
CRM;XYL;0.006993695725511294
MU;TAP;0.006997142756085951
EXC;PODD;0.007019574450518157
CSX;TMO;0.007028179250219729
AES;IRM;0.007031818673562364
AJG;CBOE;0.007043982869416238
APTV;GPN;0.007045316995063693
CDW;MPWR;0.007048643039398945
ADP;CE;0.007048665209226025
INVH;TXT;0.007052948751529185
CB;KMI;0.00705390098398867
HSY;POOL;0.007057897720315251
ADBE;CCI;0.007062180900270031
ADM;GDDY;0.0070650751500397745
AOS;DXCM;0.007065688855114319
CFG;FDS;0.007071111292854692
KKR;MA;0.007079423017606296
AES;CVX;0.007083344521286159
KEYS;NFLX;0.007095274122092241
OKE;AUDUSD=X;0.007098153869733135
CSX;GOOGL;0.007099166997152577
AIZ;SI=F;0.0071026061628671035
ARE;DECK;0.007109821138289846
AES;ON;0.0071100780369443735
TMO;ZBRA;0.007113751623715463
APH;CNC;0.007121805632717446
DECK;GOOG;0.007122153490337507
CVX;LYB;0.007124469469510964
DLR;EQR;0.00712982910780905
DXCM;FTV;0.007130560229966411
L;NTAP;0.007134291686956589
COR;MO;0.007148880258927199
GPN;HIG;0.0071513508581853655
INVH;ROK;0.0071527517729900745
CVS;INVH;0.007154243768987357
MSCI;UNH;0.007155932066870594
CVS;DG;0.00715783399791651
GDDY;MMM;0.007172270241598265
CDW;TFX;0.00718816060097523
A;IQV;0.007189568857134544
CSX;GOOG;0.007193746473992684
HSY;NDSN;0.0072082677562467145
ACGL;HRL;0.007211076356875033
AWK;WMT;0.007213045825353656
APA;CMS;0.0072208029500013945
ICE;SW;0.007230467944111413
DOV;PSX;0.007238673883621933
HST;PODD;0.007238972895776614
LIN;ZTS;0.007239662271715371
NEE;TECH;0.007239721515428916
EMN;PSX;0.007241206996280495
CBOE;CI;0.007243728333119567
DLR;ROL;0.007244472239345342
ANET;NVR;0.007251754776043453
CVS;ETR;0.007252564151345773
ALLE;NI;0.0072551355678672136
DHR;PAYX;0.007262060883444927
BDX;MSFT;0.0072644324236736816
BA;CNC;0.0072655980310659335
BR;EMN;0.007271802737965866
ALGN;CI;0.0072723123936794115
EPAM;LIN;0.007276758781902778
CSX;DG;0.007285376296837852
APTV;C;0.007285682274491407
L;LHX;0.007290814101199489
EXR;FTV;0.007294800514502275
TRGP;WDAY;0.0072973533762774375
APA;LNT;0.007302961455021387
BKR;KEYS;0.007309076440517008
L;NVR;0.007310712620423795
CSX;HLT;0.007318892838061545
SWKS;UHS;0.0073251705111659834
DE;DECK;0.007332792075770592
MNST;SBAC;0.007333259478722222
AES;MU;0.007337069644670864
NCLH;ORLY;0.007348225982976214
EIX;EXPE;0.007369131141776631
AES;REG;0.007376294790797542
INVH;SBAC;0.007380454196845617
AJG;TFX;0.007392901437891401
TMO;WDAY;0.007396567743685269
ADI;PFE;0.007412634951238915
KKR;WMT;0.0074190770114351
A;BMY;0.00742440386996814
AES;SYF;0.0074244348401811934
CSX;JKHY;0.007425198831342024
INVH;NOC;0.0074284737089963596
IEX;TECH;0.007428723299128507
AES;VST;0.007472925203200895
ADP;PODD;0.007476370512748656
MHK;VRSN;0.007476706889411491
CSX;BTC-USD;0.007481489876455843
ABBV;BWA;0.007492020163268535
SPG;TSCO;0.0074944605447187
ALLE;PNW;0.007507962413530109
AES;NWSA;0.0075175006826558
INVH;BTC-USD;0.007521519019137412
UHS;WBD;0.007526339154572908
AIZ;TPR;0.007542972929856678
ADM;MAS;0.007554415751940614
IQV;TAP;0.0075679141374437675
GPN;ISRG;0.007569333151329915
PKG;GBPUSD=X;0.007571942930842622
BF-B;GRMN;0.007573665485077931
INVH;MU;0.007573673402768785
LDOS;ROK;0.007575101179085894
NCLH;SJM;0.007580272075855409
CSX;EXR;0.007583306928898063
CMS;PLD;0.007588620473384188
EXR;MHK;0.007591308821496612
GPN;MNST;0.007595570172979927
TXN;VLO;0.007599588897378521
HWM;INCY;0.0075998137138636335
EPAM;EXR;0.007601033952210435
ALGN;BDX;0.007614958858945872
STZ;WYNN;0.007622005811140902
CTAS;LHX;0.007624924641791285
CVS;L;0.007632089302041225
AES;BIIB;0.00765473593672523
NXPI;ROL;0.007661502772480669
ALLE;GD;0.0076624160635182775
ARE;BR;0.007668929215058676
HWM;MGM;0.0076751846935029155
CRM;DXCM;0.007675971744287432
BAX;TRMB;0.007686439778755905
ADM;UDR;0.007695994868981158
HUBB;OXY;0.007700794470126968
KKR;LHX;0.007703215561113707
AVGO;ECL;0.007707257566389177
CSX;SHW;0.007711327580625095
BX;MTD;0.0077118726984445945
AES;SMCI;0.007716610355853926
AAPL;ES;0.007717344182272878
CNP;DXCM;0.007724127330604378
LYV;TRMB;0.007731922898814974
EQR;NI;0.007732061023622619
AES;MSFT;0.007736002530852756
NVR;VRSN;0.007742479449298064
CSX;INTU;0.007746698995225352
FICO;WMT;0.007748188479101444
ADP;PSX;0.007749269052496101
CSX;UDR;0.0077546908745390036
HUM;WYNN;0.007755436903992842
MSCI;TECH;0.007758895982513844
APA;XEL;0.007760681939592863
AES;FSLR;0.007766679717376298
AFL;EMN;0.007767516432752761
DXCM;SNPS;0.007769360763666931
DOC;GM;0.007775867871527658
SW;TRMB;0.007782568627191701
DELL;DXCM;0.007787098221088719
EMN;TAP;0.007793878932738729
CBOE;DOV;0.007807833133975102
INVH;JPM;0.00781469123178388
A;CNC;0.007816720544762259
NVR;STZ;0.00781941591233188
AVGO;BKR;0.007825320502577953
CSX;DRI;0.007829145453041099
DTE;ZBRA;0.007837740325632234
CBOE;INVH;0.00783790327234237
APTV;SW;0.007841186543688199
RCL;ROL;0.007842956863109015
NSC;PSX;0.00784574138335455
CVS;ROK;0.007850507182170096
AES;BTC-USD;0.00785074543500892
AEP;PAYC;0.007871505474647301
OKE;USDCAD=X;0.00787519921554048
MPWR;TAP;0.007876641543932028
UDR;WAT;0.007878203512841166
INVH;PYPL;0.007880816160191928
OKE;SBUX;0.007892454745471903
FIS;LYV;0.007903602472902746
AES;CBOE;0.007904371936032566
KKR;MMM;0.007937742014379162
CME;VLO;0.007943573962055443
KKR;NFLX;0.00794663185890915
INCY;TSN;0.007946923293224046
ALLE;CMS;0.007951794510268517
BKR;VRSN;0.007966869443980312
ROL;STE;0.007983855616634618
ITW;LW;0.007991042546092144
APO;SBAC;0.007995140793062119
HWM;PANW;0.008009503722921628
HD;LW;0.008010156875922806
CSX;LVS;0.008013309462920075
GLW;JKHY;0.008014069895554133
CSX;DE;0.008014397846063793
CE;PSX;0.00801748871316255
ALB;BMY;0.008020362885237145
HST;TFX;0.00802291765588186
EXR;ITW;0.008032301657083827
HPQ;IFF;0.00803517939725481
META;TECH;0.008036271625318068
BAX;ROL;0.008040252044226584
HST;TAP;0.008044818867911155
GPN;WEC;0.008050010916621678
INVH;NSC;0.008050691964464897
ADBE;FDX;0.008052240302180682
CCI;WYNN;0.00805711981378651
CRM;WMT;0.008074186018230626
AES;NVR;0.008074548605457577
ATO;RCL;0.008075433311939394
APD;GE;0.00810010804447891
AMD;QCOM;0.008101352715367913
ADM;JKHY;0.008101848222494516
A;KO;0.008103618817367826
DXCM;MCHP;0.008103798600992154
BKR;V;0.008105553066486406
KKR;MSFT;0.00812029475451494
CPT;HIG;0.008125741839201237
GPN;NOW;0.008128707022364356
FICO;NVR;0.008135560637435821
BIIB;JBHT;0.008148240334391448
CME;EXR;0.008163630809895451
EMN;HST;0.00816405081138635
CVS;MRK;0.008164224975129097
GE;PSX;0.008169483115212902
CMG;NRG;0.008178846105575593
AES;TFX;0.008186850340990195
CBOE;CNC;0.008187477024632663
HWM;USDCAD=X;0.008191246062352674
FRT;UDR;0.008192417032383055
L;MMM;0.00820002921560847
FTV;PLD;0.008221175184214597
ABT;TROW;0.00822400437035776
GLW;MAS;0.00823555439367677
DELL;GNRC;0.00823828532611635
DXCM;MCO;0.008242909601602828
PRU;STLD;0.008245700000512661
ED;WAT;0.008249677113271235
V;VRSN;0.008249921697926823
MSI;TAP;0.008255707869812258
L;MPWR;0.008257217862521036
ADM;RTX;0.008261186484868736
CRM;UNH;0.00826476189013963
NTRS;NWSA;0.008265204869987443
JNJ;SYK;0.008265413032555778
AVY;FICO;0.008269438007316207
XOM;ZTS;0.008269688972102944
CVS;PFG;0.00827049648551261
DXCM;ON;0.008285096047542366
ENPH;HUBB;0.008291925601457896
DD;MSCI;0.008296498643893497
AEP;TECH;0.008311498266947335
